"","ID","score1"
"826",826,"69"
"827",827,"69"
"828",828,"100"
"829",829,"83"
"830",830,"69"
"831",831,"69"
"832",832,"83"
"833",833,"69"
"834",834,"85"
"835",835,"69"
"836",836,"100"
"837",837,"69"
"838",838,"69"
"839",839,"100"
"840",840,"69"
"841",841,"69"
"842",842,"100"
"843",843,"69"
"844",844,"100"
"845",845,"100"
"846",846,"83"
"847",847,"69"
"848",848,"69"
"849",849,"69"
"850",850,"100"
"851",851,"100"
"852",852,"69"
"853",853,"100"
"854",854,"69"
"855",855,"69"
"856",856,"100"
"857",857,"69"
"858",858,"69"
"859",859,"69"
"860",860,"69"
"861",861,"69"
"862",862,"69"
"863",863,"69"
"864",864,"69"
"865",865,"69"
"866",866,"69"
"867",867,"69"
"868",868,"69"
"869",869,"69"
"870",870,"100"
"871",871,"69"
"872",872,"69"
"873",873,"69"
"874",874,"69"
"875",875,"100"
"876",876,"100"
"877",877,"69"
"878",878,"69"
"879",879,"69"
"880",880,"100"
"881",881,"69"
"882",882,"69"
"883",883,"69"
"884",884,"69"
"885",885,"69"
"886",886,"69"
"887",887,"69"
"888",888,"100"
"889",889,"69"
"890",890,"100"
"891",891,"69"
"892",892,"100"
"893",893,"69"
"894",894,"85"
"895",895,"100"
"896",896,"100"
"897",897,"100"
"898",898,"69"
"899",899,"69"
"900",900,"69"
"901",901,"69"
"902",902,"100"
"903",903,"100"
"904",904,"69"
"905",905,"69"
"906",906,"69"
"907",907,"69"
"908",908,"69"
"909",909,"69"
"910",910,"100"
"911",911,"100"
"912",912,"100"
"913",913,"69"
"914",914,"69"
"915",915,"100"
"916",916,"100"
"917",917,"69"
"918",918,"100"
"919",919,"100"
"920",920,"69"
"921",921,"69"
"922",922,"100"
"923",923,"100"
"924",924,"69"
"925",925,"100"
"926",926,"69"
"927",927,"100"
"928",928,"69"
"929",929,"69"
"930",930,"69"
"931",931,"69"
"932",932,"83"
"933",933,"100"
"934",934,"69"
"935",935,"69"
"936",936,"69"
"937",937,"69"
"938",938,"69"
"939",939,"100"
"940",940,"69"
"941",941,"100"
"942",942,"69"
"943",943,"69"
"944",944,"69"
"945",945,"69"
"946",946,"69"
"947",947,"69"
"948",948,"69"
"949",949,"69"
"950",950,"69"
"951",951,"69"
"952",952,"100"
"953",953,"69"
"954",954,"100"
"955",955,"69"
"956",956,"69"
"957",957,"69"
"958",958,"69"
"959",959,"69"
"960",960,"69"
"961",961,"69"
"962",962,"69"
"963",963,"69"
"964",964,"69"
"965",965,"69"
"966",966,"69"
"967",967,"100"
"968",968,"69"
"969",969,"69"
"970",970,"100"
"971",971,"69"
"972",972,"100"
"973",973,"69"
"974",974,"69"
"975",975,"69"
"976",976,"69"
"977",977,"69"
"978",978,"100"
"979",979,"100"
"980",980,"69"
"981",981,"69"
"982",982,"69"
"983",983,"69"
"984",984,"100"
"985",985,"100"
"986",986,"69"
"987",987,"69"
"988",988,"100"
"989",989,"69"
"990",990,"69"
"991",991,"69"
"992",992,"69"
"993",993,"100"
"994",994,"69"
"995",995,"69"
"996",996,"69"
"997",997,"100"
"998",998,"100"
"999",999,"100"
"1000",1000,"69"
"1001",1001,"69"
"1002",1002,"100"
"1003",1003,"69"
"1004",1004,"69"
"1005",1005,"100"
"1006",1006,"100"
"1007",1007,"69"
"1008",1008,"69"
"1009",1009,"69"
"1010",1010,"69"
"1011",1011,"69"
"1012",1012,NA
"1013",1013,"100"
"1014",1014,"69"
"1015",1015,"69"
"1016",1016,"100"
"1017",1017,"69"
"1018",1018,"69"
"1019",1019,"69"
"1020",1020,"69"
"1021",1021,"100"
"1022",1022,"69"
"1023",1023,"100"
"1024",1024,"83"
"1025",1025,"100"
"1026",1026,"69"
"1027",1027,"69"
"1028",1028,"69"
"1029",1029,"69"
"1030",1030,"100"
"1031",1031,"69"
"1032",1032,"69"
"1033",1033,"69"
"1034",1034,"69"
"1035",1035,"100"
"1036",1036,"69"
"1037",1037,"69"
"1038",1038,"69"
"1039",1039,"69"
"1040",1040,"69"
"1041",1041,"69"
"1042",1042,"100"
"1043",1043,"69"
"1044",1044,"100"
"1045",1045,"100"
"1046",1046,"100"
"1047",1047,"100"
"1048",1048,"69"
"1049",1049,"69"
"1050",1050,"69"
"1051",1051,"83"
"1052",1052,"69"
"1053",1053,"69"
"1054",1054,"69"
"1055",1055,"85"
"1056",1056,"69"
"1057",1057,"69"
"1058",1058,"69"
"1059",1059,"69"
"1060",1060,"100"
"1061",1061,"69"
"1062",1062,"69"
"1063",1063,"69"
"1064",1064,"100"
"1065",1065,"69"
"1066",1066,"69"
"1067",1067,"69"
"1068",1068,"100"
"1069",1069,"100"
"1070",1070,"58"
"1071",1071,"69"
"1072",1072,"69"
"1073",1073,"100"
"1074",1074,"69"
"1075",1075,"69"
"1076",1076,"69"
"1077",1077,"69"
"1078",1078,"69"
"1079",1079,"69"
"1080",1080,"69"
"1081",1081,"69"
"1082",1082,"100"
"1083",1083,"69"
"1084",1084,"69"
"1085",1085,"69"
"1086",1086,"69"
"1087",1087,"100"
"1088",1088,"69"
"1089",1089,"58"
"1090",1090,"69"
"1091",1091,"69"
"1092",1092,"69"
"1093",1093,"100"
"1094",1094,"69"
"1095",1095,"100"
"1096",1096,"69"
"1097",1097,"54"
"1098",1098,"69"
"1099",1099,"58"
"1100",1100,"69"
"1101",1101,"100"
"1102",1102,"100"
"1103",1103,"100"
"1104",1104,"100"
"1105",1105,"69"
"1106",1106,"69"
"1107",1107,"69"
"1108",1108,"58"
"1109",1109,"100"
"1110",1110,"69"
"1111",1111,"100"
"1112",1112,"69"
"1113",1113,"69"
"1114",1114,"100"
"1115",1115,"69"
"1116",1116,"69"
"1117",1117,"100"
"1118",1118,"58"
"1119",1119,"54"
"1120",1120,"100"
"1121",1121,"54"
"1122",1122,"69"
"1123",1123,"58"
"1124",1124,"100"
"1125",1125,"69"
"1126",1126,"100"
"1127",1127,"69"
"1128",1128,"69"
"1129",1129,"54"
"1130",1130,"69"
"1131",1131,"100"
"1132",1132,"69"
"1133",1133,"69"
"1134",1134,"100"
"1135",1135,"54"
"1136",1136,"54"
"1137",1137,"69"
"1138",1138,"69"
"1139",1139,"54"
"1140",1140,"100"
"1141",1141,"100"
"1142",1142,"69"
"1143",1143,"54"
"1144",1144,"69"
"1145",1145,"69"
"1146",1146,"69"
"1147",1147,"54"
"1148",1148,"100"
"1149",1149,"58"
"1150",1150,"58"
"1151",1151,"54"
"1152",1152,"58"
"1153",1153,"100"
"1154",1154,"58"
"1155",1155,"58"
"1156",1156,"58"
"1157",1157,"54"
"1158",1158,"58"
"1159",1159,"100"
"1160",1160,"96"
"1161",1161,"54"
"1162",1162,"100"
"1163",1163,"54"
"1164",1164,"58"
"1165",1165,"69"
"1166",1166,"54"
"1167",1167,"100"
"1168",1168,"58"
"1169",1169,"100"
"1170",1170,"54"
"1171",1171,"58"
"1172",1172,"58"
"1173",1173,"58"
"1174",1174,"54"
"1175",1175,"100"
"1176",1176,"54"
"1177",1177,"58"
"1178",1178,"100"
"1179",1179,"54"
"1180",1180,"83"
"1181",1181,"54"
"1182",1182,"58"
"1183",1183,"100"
"1184",1184,"69"
"1185",1185,"58"
"1186",1186,"100"
"1187",1187,"96"
"1188",1188,"54"
"1189",1189,"58"
"1190",1190,"54"
"1191",1191,"69"
"1192",1192,"54"
"1193",1193,"83"
"1194",1194,"100"
"1195",1195,"100"
"1196",1196,"100"
"1197",1197,"58"
"1198",1198,"58"
"1199",1199,"69"
"1200",1200,"54"
"1201",1201,"100"
"1202",1202,"58"
"1203",1203,"96"
"1204",1204,"100"
"1205",1205,"58"
"1206",1206,"35"
"1207",1207,"100"
"1208",1208,"100"
"1209",1209,"58"
